year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,carrier_delay,weather_delay,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,flight_status
2019,12,EV,ExpressJet Airlines LLC,ECP,"Panama City, FL: Northwest Florida Beaches International",44.0,6.0,4.13,0.0,1.87,651.0,0.0,07:19,07:39,09:22,09:42,on-time
2019,12,EV,ExpressJet Airlines LLC,ELP,"El Paso, TX: El Paso International",43.0,8.0,0.0,0.84,3.57,0.0,26.0,05:27,05:45,07:35,07:51,on-time
2019,12,EV,ExpressJet Airlines LLC,ERI,"Erie, PA: Erie International/Tom Ridge Field",16.0,1.0,0.0,0.0,0.0,0.0,0.0,11:39,11:54,13:13,13:31,delayed
2019,12,EV,ExpressJet Airlines LLC,EVV,"Evansville, IN: Evansville Regional",1.0,0.0,0.0,0.0,0.0,0.0,0.0,20:43,21:02,22:16,22:33,on-time
2019,12,EV,ExpressJet Airlines LLC,EWR,"Newark, NJ: Newark Liberty International",1424.0,624.0,76.69,3.23,373.52,12093.0,465.0,10:24,10:39,12:17,12:36,on-time
2019,12,EV,ExpressJet Airlines LLC,EYW,"Key West, FL: Key West International",17.0,5.0,0.91,0.53,2.34,69.0,18.0,20:41,20:58,22:40,22:59,on-time
2019,12,EV,ExpressJet Airlines LLC,FNT,"Flint, MI: Bishop International",9.0,4.0,0.75,0.0,2.87,47.0,0.0,02:09,02:28,03:58,04:17,on-time
2019,12,EV,ExpressJet Airlines LLC,FSD,"Sioux Falls, SD: Joe Foss Field",15.0,0.0,0.0,0.0,0.0,0.0,0.0,03:19,03:35,05:34,05:54,on-time
2019,12,EV,ExpressJet Airlines LLC,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",89.0,8.0,3.58,0.98,2.49,216.0,228.0,16:37,16:53,18:28,18:44,on-time
2019,12,EV,ExpressJet Airlines LLC,GRB,"Green Bay, WI: Green Bay Austin Straubel International",52.0,10.0,2.21,0.8,2.21,1111.0,36.0,05:19,05:35,07:15,07:32,on-time
2019,12,EV,ExpressJet Airlines LLC,GRK,"Killeen, TX: Robert Gray AAF",53.0,9.0,2.67,0.0,3.12,77.0,0.0,15:50,16:08,18:05,18:21,on-time
2019,12,EV,ExpressJet Airlines LLC,GRR,"Grand Rapids, MI: Gerald R. Ford International",62.0,24.0,11.65,0.0,7.26,827.0,0.0,13:48,14:08,15:21,15:37,on-time
2019,12,EV,ExpressJet Airlines LLC,GSO,"Greensboro/High Point, NC: Piedmont Triad International",35.0,7.0,1.26,0.0,3.53,141.0,0.0,11:01,11:21,12:47,13:04,on-time
2019,12,EV,ExpressJet Airlines LLC,GSP,"Greer, SC: Greenville-Spartanburg International",102.0,39.0,11.76,0.0,7.83,1644.0,0.0,13:10,13:28,15:10,15:29,on-time
2019,12,EV,ExpressJet Airlines LLC,HDN,"Hayden, CO: Yampa Valley",4.0,0.0,0.0,0.0,0.0,0.0,0.0,17:44,18:01,19:20,19:40,on-time
2019,12,EV,ExpressJet Airlines LLC,HOB,"Hobbs, NM: Lea County Regional",3.0,1.0,0.63,0.0,0.38,10.0,0.0,21:56,22:15,23:37,23:56,delayed
2019,12,EV,ExpressJet Airlines LLC,HRL,"Harlingen/San Benito, TX: Valley International",65.0,13.0,4.66,0.0,4.55,296.0,0.0,21:59,22:15,23:59,00:16,on-time
2019,12,EV,ExpressJet Airlines LLC,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",24.0,2.0,1.03,0.0,0.97,70.0,0.0,22:57,23:14,00:17,00:37,on-time
2019,12,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",2638.0,400.0,68.58,6.5,163.34,11707.0,908.0,04:03,04:18,06:03,06:22,on-time
2019,12,EV,ExpressJet Airlines LLC,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",65.0,8.0,3.64,1.0,2.0,331.0,151.0,17:41,17:56,19:24,19:43,on-time
2019,12,EV,ExpressJet Airlines LLC,IND,"Indianapolis, IN: Indianapolis International",146.0,46.0,16.72,1.0,13.52,1773.0,105.0,06:21,06:41,08:14,08:32,on-time
2019,12,EV,ExpressJet Airlines LLC,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",71.0,10.0,2.98,0.27,4.99,185.0,7.0,08:29,08:45,10:27,10:47,on-time
2019,12,EV,ExpressJet Airlines LLC,JAX,"Jacksonville, FL: Jacksonville International",66.0,12.0,3.21,0.0,5.07,255.0,0.0,01:38,01:56,03:55,04:15,on-time
2019,12,EV,ExpressJet Airlines LLC,LAN,"Lansing, MI: Capital Region International",2.0,1.0,0.0,0.0,1.0,0.0,0.0,20:52,21:10,23:01,23:21,delayed
2019,12,EV,ExpressJet Airlines LLC,LBB,"Lubbock, TX: Lubbock Preston Smith International",60.0,10.0,3.01,0.13,3.3,97.0,15.0,18:56,19:11,20:17,20:34,on-time
2019,12,EV,ExpressJet Airlines LLC,LCH,"Lake Charles, LA: Lake Charles Regional",79.0,12.0,3.47,0.67,3.7,219.0,109.0,10:29,10:46,11:49,12:09,on-time
2019,12,EV,ExpressJet Airlines LLC,LEX,"Lexington, KY: Blue Grass",39.0,5.0,1.0,0.14,2.0,20.0,11.0,17:59,18:18,19:34,19:50,on-time
2019,12,EV,ExpressJet Airlines LLC,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",130.0,19.0,8.0,2.83,6.19,471.0,318.0,22:27,22:47,00:21,00:41,on-time
2019,12,EV,ExpressJet Airlines LLC,LGA,"New York, NY: LaGuardia",160.0,39.0,5.56,0.0,20.74,606.0,0.0,06:49,07:07,08:11,08:27,on-time
2019,12,EV,ExpressJet Airlines LLC,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",108.0,14.0,4.28,0.0,2.92,495.0,0.0,16:52,17:09,18:50,19:08,on-time
2019,12,EV,ExpressJet Airlines LLC,LNK,"Lincoln, NE: Lincoln Airport",3.0,2.0,0.56,0.0,0.13,9.0,0.0,22:46,23:02,00:09,00:26,on-time
2019,12,EV,ExpressJet Airlines LLC,LRD,"Laredo, TX: Laredo International",76.0,9.0,4.1,0.0,3.77,473.0,0.0,06:57,07:12,08:56,09:14,on-time
2019,12,EV,ExpressJet Airlines LLC,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",19.0,3.0,2.0,0.54,0.46,120.0,42.0,20:29,20:48,21:56,22:11,on-time
2019,12,EV,ExpressJet Airlines LLC,MCI,"Kansas City, MO: Kansas City International",57.0,10.0,5.39,1.0,1.93,532.0,61.0,21:49,22:06,00:04,00:24,on-time
2019,12,EV,ExpressJet Airlines LLC,MDT,"Harrisburg, PA: Harrisburg International",9.0,3.0,1.0,0.0,1.0,257.0,0.0,09:55,10:14,11:37,11:54,on-time
2019,12,EV,ExpressJet Airlines LLC,MEM,"Memphis, TN: Memphis International",98.0,25.0,8.39,0.0,5.78,504.0,0.0,10:05,10:23,12:13,12:33,on-time
2019,12,EV,ExpressJet Airlines LLC,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",95.0,18.0,6.81,1.68,7.57,361.0,79.0,16:03,16:20,17:39,17:55,on-time
2019,12,EV,ExpressJet Airlines LLC,MKE,"Milwaukee, WI: General Mitchell International",22.0,13.0,2.56,0.0,9.46,179.0,0.0,06:31,06:51,08:19,08:39,on-time
2019,12,EV,ExpressJet Airlines LLC,MLU,"Monroe, LA: Monroe Regional",61.0,7.0,2.44,0.0,1.52,309.0,0.0,12:55,13:13,14:34,14:51,on-time
2019,12,EV,ExpressJet Airlines LLC,MOB,"Mobile, AL: Mobile Regional",72.0,9.0,3.84,0.37,2.37,922.0,10.0,09:28,09:44,11:05,11:20,on-time
2019,12,EV,ExpressJet Airlines LLC,MSN,"Madison, WI: Dane County Regional-Truax Field",61.0,22.0,8.74,0.0,8.52,720.0,0.0,03:28,03:45,04:59,05:19,on-time
2019,12,EV,ExpressJet Airlines LLC,MSP,"Minneapolis, MN: Minneapolis-St Paul International",48.0,9.0,4.23,0.0,3.69,440.0,0.0,01:30,01:49,03:01,03:21,on-time
2019,12,EV,ExpressJet Airlines LLC,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",10.0,1.0,0.32,0.0,0.45,12.0,0.0,20:00,20:16,21:53,22:09,delayed
2019,12,EV,ExpressJet Airlines LLC,MTJ,"Montrose/Delta, CO: Montrose Regional",7.0,1.0,0.0,1.0,0.0,0.0,142.0,01:23,01:40,02:58,03:18,delayed
2019,12,EV,ExpressJet Airlines LLC,OKC,"Oklahoma City, OK: Will Rogers World",17.0,3.0,1.0,0.88,0.79,33.0,91.0,16:08,16:27,17:29,17:47,on-time
2019,12,EV,ExpressJet Airlines LLC,OMA,"Omaha, NE: Eppley Airfield",36.0,9.0,3.74,0.0,2.39,215.0,0.0,05:04,05:20,06:30,06:48,on-time
2019,12,EV,ExpressJet Airlines LLC,ORD,"Chicago, IL: Chicago O'Hare International",1336.0,297.0,58.77,6.97,102.91,12113.0,2303.0,09:33,09:48,11:06,11:22,on-time
2019,12,EV,ExpressJet Airlines LLC,ORF,"Norfolk, VA: Norfolk International",66.0,23.0,4.72,1.0,9.96,429.0,210.0,23:54,00:10,02:07,02:26,on-time
2019,12,EV,ExpressJet Airlines LLC,PHL,"Philadelphia, PA: Philadelphia International",3.0,1.0,0.06,0.0,0.77,6.0,0.0,18:12,18:28,20:15,20:32,delayed
2019,12,EV,ExpressJet Airlines LLC,PIA,"Peoria, IL: General Downing - Peoria International",39.0,13.0,3.81,2.69,2.27,205.0,192.0,19:43,20:03,21:39,21:56,on-time
2019,12,EV,ExpressJet Airlines LLC,PIT,"Pittsburgh, PA: Pittsburgh International",34.0,11.0,1.0,1.92,6.01,60.0,153.0,21:29,21:48,23:39,23:55,on-time
2019,12,EV,ExpressJet Airlines LLC,PNS,"Pensacola, FL: Pensacola International",50.0,9.0,2.62,0.0,2.36,473.0,0.0,10:59,11:15,12:45,13:05,on-time
2019,12,EV,ExpressJet Airlines LLC,PSP,"Palm Springs, CA: Palm Springs International",15.0,5.0,1.36,0.0,2.74,91.0,0.0,18:58,19:14,21:06,21:23,on-time
2019,12,EV,ExpressJet Airlines LLC,PVD,"Providence, RI: Theodore Francis Green State",53.0,11.0,1.9,0.0,3.84,57.0,0.0,13:32,13:47,15:45,16:04,on-time
2019,12,EV,ExpressJet Airlines LLC,PWM,"Portland, ME: Portland International Jetport",50.0,22.0,6.76,0.0,5.44,543.0,0.0,15:55,16:14,18:09,18:25,on-time
2019,12,EV,ExpressJet Airlines LLC,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",30.0,4.0,1.0,0.04,0.16,40.0,4.0,18:43,19:00,20:52,21:10,on-time
2019,12,EV,ExpressJet Airlines LLC,RIC,"Richmond, VA: Richmond International",132.0,47.0,15.13,0.21,12.66,993.0,23.0,06:23,06:42,08:41,08:59,on-time
2019,12,EV,ExpressJet Airlines LLC,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",1.0,1.0,1.0,0.0,0.0,92.0,0.0,02:25,02:42,03:51,04:09,delayed
2019,12,EV,ExpressJet Airlines LLC,ROC,"Rochester, NY: Greater Rochester International",86.0,24.0,6.87,0.0,11.31,992.0,0.0,01:26,01:46,03:34,03:53,on-time
2019,12,EV,ExpressJet Airlines LLC,SAT,"San Antonio, TX: San Antonio International",30.0,6.0,0.54,0.66,1.15,45.0,50.0,09:36,09:56,11:01,11:17,on-time
2019,12,EV,ExpressJet Airlines LLC,SAV,"Savannah, GA: Savannah/Hilton Head International",90.0,33.0,8.73,2.32,15.47,620.0,139.0,13:32,13:52,15:45,16:00,on-time
2019,12,EV,ExpressJet Airlines LLC,SBN,"South Bend, IN: South Bend International",10.0,2.0,1.89,0.0,0.0,191.0,0.0,04:35,04:55,06:02,06:22,on-time
2019,12,EV,ExpressJet Airlines LLC,SDF,"Louisville, KY: Louisville Muhammad Ali International",25.0,7.0,1.27,0.0,5.73,28.0,0.0,12:10,12:26,14:26,14:42,on-time
2019,12,EV,ExpressJet Airlines LLC,SGF,"Springfield, MO: Springfield-Branson National",2.0,0.0,0.0,0.0,0.0,0.0,0.0,20:06,20:22,22:15,22:31,on-time
2019,12,EV,ExpressJet Airlines LLC,SHV,"Shreveport, LA: Shreveport Regional",85.0,9.0,2.43,0.0,3.72,62.0,0.0,12:50,13:05,14:42,15:00,on-time
2019,12,EV,ExpressJet Airlines LLC,SLC,"Salt Lake City, UT: Salt Lake City International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,07:40,07:59,09:01,09:20,on-time
2019,12,EV,ExpressJet Airlines LLC,STL,"St. Louis, MO: St Louis Lambert International",178.0,55.0,20.6,0.26,20.11,2294.0,10.0,09:49,10:06,11:21,11:40,on-time
2019,12,EV,ExpressJet Airlines LLC,SYR,"Syracuse, NY: Syracuse Hancock International",31.0,13.0,4.09,0.0,4.66,195.0,0.0,11:00,11:15,12:46,13:01,on-time
2019,12,EV,ExpressJet Airlines LLC,TUL,"Tulsa, OK: Tulsa International",109.0,22.0,8.05,0.59,6.54,354.0,13.0,11:35,11:51,13:03,13:23,on-time
2019,12,EV,ExpressJet Airlines LLC,TUS,"Tucson, AZ: Tucson International",18.0,5.0,1.59,0.25,3.17,89.0,16.0,18:51,19:11,20:15,20:34,on-time
2019,12,EV,ExpressJet Airlines LLC,TVC,"Traverse City, MI: Cherry Capital",2.0,0.0,0.0,0.0,0.0,0.0,0.0,05:48,06:03,07:47,08:07,on-time
2019,12,EV,ExpressJet Airlines LLC,TYS,"Knoxville, TN: McGhee Tyson",127.0,25.0,9.18,0.0,7.62,1173.0,0.0,21:43,21:59,23:50,00:09,on-time
2019,12,EV,ExpressJet Airlines LLC,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",55.0,4.0,0.45,0.0,1.63,39.0,0.0,03:53,04:13,05:25,05:44,on-time
2019,12,EV,ExpressJet Airlines LLC,XNA,"Fayetteville, AR: Northwest Arkansas Regional",30.0,4.0,2.0,0.0,0.26,70.0,0.0,14:15,14:35,15:55,16:10,on-time
2019,12,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13.0,1.0,0.08,0.0,0.09,7.0,0.0,14:44,15:01,16:13,16:28,delayed
2019,12,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",21.0,2.0,0.25,0.0,1.16,14.0,0.0,14:25,14:44,16:18,16:34,on-time
2019,12,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",372.0,96.0,35.58,0.16,26.05,2337.0,17.0,15:29,15:45,17:06,17:26,on-time
2019,12,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",157.0,27.0,6.05,0.2,5.44,255.0,5.0,21:02,21:18,22:50,23:05,on-time
2019,12,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",34.0,10.0,3.79,1.0,1.17,527.0,19.0,03:47,04:04,05:50,06:06,on-time
2019,12,F9,Frontier Airlines Inc.,BFM,"Mobile, AL: Mobile Downtown",12.0,0.0,0.0,0.0,0.0,0.0,0.0,20:21,20:36,22:31,22:50,on-time
2019,12,F9,Frontier Airlines Inc.,BIL,"Billings, MT: Billings Logan International",13.0,2.0,1.03,0.0,0.0,43.0,0.0,07:07,07:27,09:11,09:31,on-time
2019,12,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",12.0,3.0,0.89,0.0,2.11,34.0,0.0,04:03,04:20,06:11,06:31,on-time
2019,12,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",74.0,14.0,3.36,0.0,2.21,151.0,0.0,19:38,19:53,21:17,21:35,on-time
2019,12,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",59.0,15.0,3.6,0.0,7.31,217.0,0.0,08:00,08:17,09:48,10:08,on-time
2019,12,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",13.0,7.0,1.6,0.0,0.58,44.0,0.0,20:44,21:01,22:26,22:46,on-time
2019,12,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",69.0,14.0,2.85,0.0,3.01,83.0,0.0,19:19,19:38,21:34,21:49,on-time
2019,12,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34.0,9.0,3.52,0.0,2.5,168.0,0.0,06:31,06:51,07:57,08:13,on-time
2019,12,F9,Frontier Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",18.0,3.0,1.67,0.0,1.0,253.0,0.0,21:33,21:53,23:13,23:33,on-time
2019,12,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",17.0,3.0,0.74,0.0,2.13,47.0,0.0,13:50,14:08,15:13,15:31,on-time
2019,12,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",315.0,63.0,22.2,0.25,12.18,1543.0,18.0,10:44,11:01,12:07,12:26,on-time
2019,12,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",127.0,45.0,19.16,0.0,5.82,1510.0,0.0,10:15,10:30,12:15,12:33,on-time
2019,12,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",26.0,11.0,4.1,0.0,1.62,257.0,0.0,07:37,07:52,09:36,09:52,on-time
2019,12,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",104.0,8.0,1.14,0.0,2.19,84.0,0.0,12:32,12:51,14:29,14:47,on-time
2019,12,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",202.0,40.0,13.63,0.63,11.38,637.0,28.0,16:02,16:19,17:51,18:07,on-time
2019,12,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",92.0,10.0,2.73,0.17,1.37,280.0,23.0,00:11,00:27,02:02,02:18,on-time
2019,12,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1666.0,271.0,86.37,3.94,63.86,5719.0,391.0,05:27,05:42,07:28,07:48,on-time
2019,12,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",88.0,15.0,6.28,0.0,5.35,357.0,0.0,23:28,23:47,00:58,01:18,on-time
2019,12,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",46.0,6.0,2.02,0.1,2.58,176.0,9.0,00:16,00:31,02:26,02:44,on-time
2019,12,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",105.0,23.0,5.8,0.42,3.77,284.0,41.0,10:59,11:16,13:14,13:33,on-time
2019,12,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",11.0,1.0,0.41,0.0,0.0,16.0,0.0,07:46,08:06,09:22,09:40,delayed
2019,12,F9,Frontier Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",243.0,89.0,19.25,0.35,50.11,1200.0,9.0,09:48,10:07,11:37,11:53,on-time
2019,12,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",26.0,2.0,1.0,0.22,0.16,21.0,36.0,14:16,14:35,15:49,16:07,on-time
2019,12,F9,Frontier Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",10.0,2.0,0.19,0.0,0.14,18.0,0.0,19:09,19:25,21:04,21:21,on-time
2019,12,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",100.0,30.0,6.96,1.42,8.54,472.0,59.0,20:10,20:26,21:28,21:44,on-time
2019,12,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",14.0,2.0,0.93,0.0,1.07,14.0,0.0,06:23,06:41,08:34,08:53,on-time
2019,12,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",23.0,7.0,3.51,0.0,1.73,374.0,0.0,09:43,09:59,11:21,11:39,on-time
2019,12,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",14.0,4.0,0.0,1.0,3.0,0.0,58.0,13:55,14:14,15:19,15:35,on-time
2019,12,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",60.0,12.0,0.38,0.0,5.89,21.0,0.0,00:20,00:38,01:48,02:08,on-time
2019,12,F9,Frontier Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",26.0,1.0,0.0,0.33,0.67,0.0,35.0,02:45,03:04,04:36,04:55,delayed
2019,12,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",11.0,3.0,1.09,0.0,0.36,83.0,0.0,22:59,23:15,00:43,01:02,on-time
2019,12,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",9.0,2.0,0.12,0.0,0.14,8.0,0.0,18:43,18:59,20:16,20:33,on-time
2019,12,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",24.0,9.0,3.38,0.0,1.53,598.0,0.0,11:34,11:50,13:18,13:34,on-time
2019,12,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",66.0,12.0,4.8,0.01,2.43,216.0,1.0,04:44,05:00,06:24,06:44,on-time
2019,12,F9,Frontier Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",17.0,3.0,1.05,0.0,0.0,101.0,0.0,03:54,04:13,05:48,06:04,on-time
2019,12,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",67.0,10.0,4.54,0.0,1.65,229.0,0.0,22:27,22:42,00:33,00:53,on-time
2019,12,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",200.0,65.0,24.0,0.8,16.47,1232.0,114.0,10:26,10:41,12:13,12:28,on-time
2019,12,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",14.0,4.0,1.93,0.0,0.07,339.0,0.0,13:28,13:48,14:51,15:09,on-time
2019,12,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1044.0,303.0,79.63,1.31,113.18,5141.0,152.0,22:43,23:02,00:37,00:57,on-time
2019,12,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",102.0,24.0,4.66,0.48,12.49,343.0,55.0,14:26,14:41,16:33,16:50,on-time
2019,12,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93.0,34.0,10.12,0.0,18.19,577.0,0.0,02:44,03:03,04:19,04:37,on-time
2019,12,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10.0,1.0,1.0,0.0,0.0,36.0,0.0,03:43,04:00,05:52,06:08,delayed
2019,12,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",27.0,5.0,1.14,0.0,1.22,79.0,0.0,10:52,11:12,12:13,12:29,on-time
2019,12,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1411.0,435.0,109.47,4.11,152.81,8255.0,265.0,01:34,01:53,03:21,03:38,on-time
2019,12,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",17.0,4.0,1.46,0.0,1.58,62.0,0.0,20:31,20:46,22:02,22:22,on-time
2019,12,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",24.0,10.0,5.69,0.0,1.03,279.0,0.0,15:44,16:03,17:32,17:49,on-time
2019,12,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",357.0,100.0,31.77,0.48,23.12,1807.0,30.0,21:09,21:29,23:21,23:38,on-time
2019,12,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",141.0,26.0,5.68,0.0,8.8,282.0,0.0,17:30,17:48,19:04,19:19,on-time
2019,12,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",42.0,10.0,4.47,0.0,3.61,292.0,0.0,09:06,09:25,10:57,11:12,on-time
2019,12,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",109.0,18.0,7.36,0.0,4.42,417.0,0.0,13:42,14:00,15:26,15:41,on-time
2019,12,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",75.0,17.0,7.1,0.09,4.09,436.0,3.0,18:31,18:48,19:50,20:05,on-time
2019,12,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",19.0,3.0,1.18,0.0,0.59,34.0,0.0,22:19,22:39,00:01,00:20,on-time
2019,12,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",73.0,7.0,4.51,0.0,1.49,184.0,0.0,21:41,21:58,23:56,00:15,on-time
2019,12,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",56.0,14.0,4.79,0.17,3.3,191.0,23.0,03:42,03:59,05:18,05:36,on-time
2019,12,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",214.0,43.0,16.24,0.0,8.46,555.0,0.0,21:00,21:17,22:48,23:04,on-time
2019,12,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",35.0,7.0,3.46,0.0,2.57,185.0,0.0,05:50,06:06,07:33,07:53,on-time
2019,12,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",141.0,40.0,18.44,0.25,12.64,1148.0,9.0,13:27,13:45,15:16,15:36,on-time
2019,12,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",45.0,11.0,3.02,0.0,2.62,142.0,0.0,02:52,03:12,04:30,04:50,on-time
2019,12,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",529.0,136.0,31.35,1.0,40.88,2696.0,22.0,13:09,13:24,14:51,15:10,on-time
2019,12,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",420.0,72.0,24.92,0.52,25.15,1881.0,22.0,01:42,02:00,03:56,04:12,on-time
2019,12,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",14.0,2.0,1.0,0.0,0.0,125.0,0.0,01:22,01:40,03:13,03:28,on-time
2019,12,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",12.0,1.0,0.0,0.0,1.0,0.0,0.0,06:05,06:22,07:38,07:55,delayed
2019,12,F9,Frontier Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",12.0,2.0,0.1,0.0,0.14,5.0,0.0,07:08,07:27,08:44,09:04,on-time
2019,12,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",62.0,14.0,5.97,0.0,3.56,220.0,0.0,13:15,13:32,14:53,15:12,on-time
2019,12,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",47.0,5.0,4.23,0.0,0.37,260.0,0.0,23:40,23:56,01:09,01:29,on-time
2019,12,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",199.0,32.0,14.08,0.72,8.4,736.0,37.0,00:57,01:15,02:55,03:11,on-time
2019,12,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",18.0,3.0,1.15,0.0,1.32,20.0,0.0,12:58,13:15,14:49,15:06,on-time
2019,12,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",471.0,71.0,23.73,0.43,30.3,1493.0,11.0,18:07,18:23,19:29,19:48,on-time
